iter	Logloss
319	0.2701410077
320	0.269514433
321	0.2692479854
322	0.2685437007
323	0.2681662661
324	0.2678761848
325	0.2676244885
326	0.2671643816
327	0.266927992
328	0.2663033333
329	0.2660347017
330	0.2654985579
331	0.2652195482
332	0.2649624998
333	0.2646891031
334	0.2644400387
335	0.2642492973
336	0.2638726456
337	0.2635863836
338	0.2631898659
339	0.2626036208
340	0.2622529067
341	0.261873303
342	0.2612887259
343	0.261035059
344	0.2605883603
345	0.2603329911
346	0.2600325146
347	0.259690933
348	0.2594455853
349	0.2590914851
350	0.258791272
351	0.2586289213
352	0.2584392362
353	0.2579424118
354	0.2576423499
355	0.2574009035
356	0.2569786061
357	0.2566282861
358	0.256327719
359	0.2558990733
360	0.2554074431
361	0.2551577361
362	0.2547176717
363	0.2544696511
364	0.2542485645
365	0.2535803652
366	0.2532215794
367	0.2527277727
368	0.252470367
369	0.2521363917
370	0.2520339761
371	0.2517720154
372	0.251487236
373	0.2513427611
374	0.2509105113
375	0.2505049248
376	0.2502617055
377	0.2500374567
378	0.2494943087
379	0.2493285215
380	0.2491961297
381	0.2488556039
382	0.2483364858
383	0.2479432668
384	0.2476391857
385	0.2472972824
386	0.247077081
387	0.2468295802
388	0.2465614623
389	0.2461104057
390	0.2458565089
391	0.2456354952
392	0.2453746061
393	0.2451980488
394	0.2450306229
395	0.2448742252
396	0.2446841588
397	0.2445060664
398	0.2441474459
399	0.2438023915
400	0.2437070901
401	0.243544358
402	0.243336225
403	0.2431062269
404	0.2428823468
405	0.2425597444
406	0.2422106367
407	0.2417127487
408	0.2413546207
409	0.2410649769
410	0.2409150081
411	0.2407038756
412	0.2403381539
413	0.2401733053
414	0.2397158262
415	0.2394157187
416	0.2391581344
417	0.238789723
418	0.2384835922
419	0.2383079103
420	0.2381975581
421	0.2379997742
422	0.2374713446
423	0.2369906158
424	0.2367778209
425	0.2365419186
426	0.2362589538
427	0.2361098588
428	0.2358872531
429	0.2355274491
430	0.2353435159
431	0.2351205875
432	0.2349992059
433	0.2347572287
434	0.2345839226
435	0.2344500956
436	0.2342569712
437	0.2338790665
438	0.2335956295
439	0.2334051465
440	0.2330816135
441	0.2328810286
442	0.2327292411
443	0.232527076
444	0.232434529
445	0.2322770358
446	0.2321167188
447	0.2320192892
448	0.2317824186
449	0.2313261138
450	0.2310531911
451	0.2307744492
452	0.230551849
453	0.2304365681
454	0.2300899126
455	0.2296276432
456	0.2293784399
457	0.2292020031
458	0.228771944
459	0.2284411372
460	0.2279813341
461	0.2278102428
462	0.2273802235
463	0.2271690656
464	0.2267675691
465	0.2267032224
466	0.2265701405
467	0.2263481819
468	0.2261607261
469	0.2257135545
470	0.2254514305
471	0.2252340885
472	0.22499235
473	0.2247134888
474	0.2246063
475	0.2244771048
476	0.2244162898
477	0.2241449431
478	0.2239972274
479	0.2238665461
480	0.2237741218
481	0.2236459193
482	0.2232643882
483	0.2230525003
484	0.2227755218
485	0.2224964279
486	0.2224186787
487	0.2222456675
488	0.2219321438
489	0.221572094
490	0.2211815041
491	0.2208210357
492	0.2206047809
493	0.2203017352
494	0.2200355059
495	0.2198835827
496	0.2196751673
497	0.2195714021
498	0.2193579824
499	0.219218714
500	0.2190623388
501	0.2188525386
502	0.2188197591
503	0.2187649476
504	0.2187087538
505	0.2186207257
506	0.2184280583
507	0.2182521297
508	0.2181352831
509	0.2179125363
510	0.2177219186
511	0.2174566649
512	0.2171178764
513	0.2169756944
514	0.2168190243
515	0.2165837252
516	0.2163802541
517	0.2161761497
518	0.215906916
519	0.2158668281
520	0.215448613
521	0.215179297
522	0.2150637829
523	0.2148144243
524	0.2146961158
525	0.2145984525
526	0.2141589999
527	0.2138632169
528	0.2134514628
529	0.2132454306
530	0.2130273905
531	0.2130136235
532	0.2129732212
533	0.212686833
534	0.2123245073
535	0.2121909109
536	0.211728887
537	0.2115122241
538	0.211310103
539	0.2107094111
540	0.2104894507
541	0.210194774
542	0.2099224163
543	0.2098036109
544	0.2095012617
545	0.2093277265
546	0.2089883835
547	0.2087230073
548	0.2085612978
549	0.2083406987
550	0.2079487724
551	0.2077865526
552	0.2076679836
553	0.2076454759
554	0.2074517549
555	0.207024791
556	0.2067894371
557	0.2065971412
558	0.2063852867
559	0.2061994572
560	0.2059629475
561	0.2058113176
562	0.2056205992
563	0.2054438808
564	0.2051992871
565	0.2050809927
566	0.2048168826
567	0.2046996766
568	0.2045862576
569	0.2040444141
570	0.2039288417
571	0.2037609529
572	0.2034606317
573	0.2032304313
574	0.2029965882
575	0.2028140764
576	0.2025980791
577	0.202255037
578	0.2021248321
579	0.202024317
580	0.201731026
581	0.2015787186
582	0.2014024553
583	0.2012325661
584	0.200906741
585	0.2005491617
586	0.2005154381
587	0.2000905578
588	0.2000452247
589	0.1996561146
590	0.1995684558
591	0.1993649154
592	0.1992569164
593	0.1988516987
594	0.1984446193
595	0.1981881038
596	0.1978937947
597	0.1974330347
598	0.1972380278
599	0.1970450884
600	0.1969197401
601	0.1967892061
602	0.1967233593
603	0.1965935209
604	0.1964225273
605	0.1962130585
606	0.1960728742
607	0.1958069949
608	0.1955175282
609	0.1954483924
610	0.1952249474
611	0.1950416843
612	0.1947862083
613	0.1946548545
614	0.1944833295
615	0.1941628633
616	0.1939515391
617	0.1937355633
618	0.193662131
619	0.1933463085
620	0.1931484858
621	0.1930480105
622	0.1930148576
623	0.1928598404
624	0.1927120097
625	0.1925677647
626	0.1922068896
627	0.1920420234
628	0.1919723166
629	0.1918156628
630	0.1916116991
631	0.1915391917
632	0.1912199564
633	0.1909287489
634	0.1906546525
635	0.1906214863
636	0.1903459656
637	0.1900834401
638	0.1898625742
639	0.1897890786
640	0.1895495296
641	0.1894230892
642	0.1890577563
643	0.1889199527
644	0.1886980735
645	0.1884439845
646	0.1883708464
647	0.1880736076
648	0.187936749
649	0.1878204628
650	0.1876916309
651	0.1875517669
652	0.1873188117
653	0.1871810712
654	0.1869482394
655	0.1866984123
656	0.1864620672
657	0.186118388
658	0.185960688
659	0.1857020202
660	0.1854637653
661	0.1854294763
662	0.18520632
663	0.1848682845
664	0.1846831903
665	0.1844275881
666	0.1842597893
667	0.1840742635
668	0.1839844726
669	0.1838261985
670	0.1834916221
671	0.1832756963
672	0.1830603119
673	0.1827180933
674	0.1825945397
675	0.1824897129
676	0.1823853936
677	0.1822769962
678	0.1820312827
679	0.1818500443
680	0.1817367679
681	0.1815970486
682	0.1813000354
683	0.1810949295
684	0.1807822624
685	0.180639493
686	0.1805182125
687	0.1802406923
688	0.1800486396
689	0.1800013783
690	0.1797145009
691	0.1794126429
692	0.1793398024
693	0.1792787399
694	0.1790809269
695	0.1787983028
696	0.1787380706
697	0.1785523108
698	0.1784196213
699	0.1782514209
700	0.1782504565
701	0.1779934887
702	0.177620371
703	0.1774268271
704	0.1773539407
705	0.1773115417
706	0.1771563943
707	0.1769254671
708	0.1767663661
709	0.176678038
710	0.1764728314
711	0.1764128077
712	0.1762137102
713	0.1758735673
714	0.1756139477
715	0.1754062108
716	0.1753115219
717	0.1750499108
718	0.1747993234
719	0.1747665364
720	0.1745769883
721	0.1744747574
722	0.1743015838
723	0.1741494761
724	0.1739290764
725	0.1738126568
726	0.1737311453
727	0.1734702962
728	0.1733822333
729	0.1733442597
730	0.1731417467
731	0.172832203
732	0.1727530458
733	0.1725051995
734	0.1721904667
735	0.1719015363
736	0.1717383771
737	0.1716651018
738	0.1715762908
739	0.1714288159
740	0.1711953349
741	0.1711419321
742	0.1709457878
743	0.170816421
744	0.1706505863
745	0.1705647531
746	0.1703095588
747	0.1701417256
748	0.1700442221
749	0.1699201627
750	0.1698088773
751	0.1697429612
752	0.1696209161
753	0.1693532486
754	0.1692668389
755	0.1690306702
756	0.168818155
757	0.1685375802
758	0.1683116094
759	0.1682013666
760	0.1679233645
761	0.1678154068
762	0.1674669095
763	0.1673373217
764	0.1672027061
765	0.1670253538
766	0.1667556713
767	0.1665441216
768	0.1665095738
769	0.1662743563
770	0.1661237636
771	0.1659644327
772	0.1658729444
773	0.1658508385
774	0.1656796847
775	0.1653933652
776	0.1652791874
777	0.165113823
778	0.1647552169
779	0.1644203391
780	0.1642779842
781	0.1642429335
782	0.1641384868
783	0.1639244247
784	0.1638037274
785	0.1636337178
786	0.1634727403
787	0.1633336473
788	0.1631043159
789	0.1627817613
790	0.16256662
791	0.1623919197
792	0.1620915332
793	0.1619077364
794	0.1615284769
795	0.161437344
796	0.1613123863
797	0.1610095035
798	0.1609195137
799	0.1608188969
800	0.1606616302
801	0.1604296893
802	0.1603525297
803	0.1601998237
804	0.160020699
805	0.1599534644
806	0.1597915575
807	0.1596639985
808	0.1595404553
809	0.159472668
810	0.1594497364
811	0.1593773703
812	0.1591900426
813	0.1590411258
814	0.1589383065
815	0.1588000402
816	0.1587036565
817	0.1585784596
818	0.1583696703
819	0.1583510605
820	0.1582421719
821	0.1580628982
822	0.1579070465
823	0.1577982466
824	0.1576670961
825	0.1575862015
826	0.1574178371
827	0.1572809079
828	0.1570629571
829	0.1568416303
830	0.1566862524
831	0.1565441592
832	0.1564877365
833	0.1563762463
834	0.1562337418
835	0.1560317159
836	0.1557990695
837	0.155597557
838	0.1553893768
839	0.1551637593
840	0.1550084791
841	0.1547888917
842	0.1545941814
843	0.1542755345
844	0.1541062301
845	0.1539411252
846	0.1537217559
847	0.1535317001
848	0.1534515048
849	0.1533608535
850	0.1532981463
851	0.1531692226
852	0.1529798662
853	0.1528011389
854	0.1526439652
855	0.1523232567
856	0.1520452846
857	0.1518778685
858	0.1517773677
859	0.1516265091
860	0.1515827013
861	0.1514743197
862	0.1513733173
863	0.151201194
864	0.1509478136
865	0.1507051267
866	0.150480288
867	0.150377559
868	0.150226887
869	0.1500707622
870	0.1499314237
871	0.149818638
872	0.14964397
873	0.1495630622
874	0.1494212202
875	0.149371696
876	0.1492078324
877	0.1490582764
878	0.149038392
879	0.1488423921
880	0.1487661003
881	0.1486219781
882	0.1484874186
883	0.1483668789
884	0.1481515521
885	0.1480920033
886	0.1480347972
887	0.1479749894
888	0.1478661966
889	0.1475273271
890	0.1473827511
891	0.1473180031
892	0.1472513213
893	0.1469493232
894	0.1468725878
895	0.1467529074
896	0.146661231
897	0.1465888993
898	0.1464536191
899	0.1463656834
900	0.1462316788
901	0.1459482992
902	0.1457417762
903	0.1456408346
904	0.1453874051
905	0.1453390703
906	0.145206974
907	0.1450195262
908	0.1449028096
909	0.1447348445
910	0.1445621844
911	0.1443558907
912	0.1442948644
913	0.1441793045
914	0.1440960437
915	0.1440312151
916	0.1438416595
917	0.1437863441
918	0.1436733794
919	0.1434758864
920	0.1433390824
921	0.1431721308
922	0.1430442653
923	0.1427563672
924	0.1425747815
925	0.1425003759
926	0.1423539352
927	0.1421526733
928	0.1419846741
929	0.1418251284
930	0.1417384339
931	0.1414275291
932	0.1413291289
933	0.1411692544
934	0.1409752221
935	0.1408337657
936	0.1406607244
937	0.1402999712
938	0.1402487451
939	0.1401522755
940	0.1398658019
941	0.1397893367
942	0.1397006327
943	0.139453077
944	0.1392841039
945	0.1391522886
946	0.1389382432
947	0.1388242195
948	0.1387140937
949	0.1385697996
950	0.138470326
951	0.1383090135
952	0.1382199413
953	0.1380047545
954	0.1378496758
955	0.1377676246
956	0.1375357993
957	0.1374570703
958	0.1373357302
959	0.1371738494
960	0.1370786503
961	0.1368403325
962	0.1367419798
963	0.136604296
964	0.1364553256
965	0.1362953298
966	0.1361272193
967	0.1360365919
968	0.1358250586
969	0.1356783113
970	0.1356077736
971	0.1355053376
972	0.1353805407
973	0.1351426547
974	0.1350312671
975	0.1349634776
976	0.1348888361
977	0.1348033233
978	0.134677368
979	0.1345051645
980	0.1342307182
981	0.1341389434
982	0.1340593406
983	0.1339659998
984	0.1338230045
985	0.1337393828
986	0.1336123898
987	0.1335148856
988	0.133456549
989	0.1332514365
990	0.1331626079
991	0.1330595093
992	0.1330325893
993	0.1329137079
994	0.1328339382
995	0.1327450452
996	0.1326059748
997	0.1324202074
998	0.1323027152
999	0.1321973761
